능력단위코드,자격종목코드,자격종목명,능력단위유형코드,능력단위유형명,최소훈련시간,훈련기준시간합계,필수능력단위기준시간,선택능력단위기준시간,직무기초능력기준시간,시험기관명,능력단위명,기준버전
1509030610_14v1,E293,항공장비정비기능사,SEL,선택,45,600,390,180,30,한국산업인력공단,항공 전기·전자계통 점검,v1.0
1509030509_16v2,E293,항공장비정비기능사,SEL,선택,45,600,390,180,30,한국산업인력공단,항공기 공압계통 점검,v1.0
1509030507_16v2,E293,항공장비정비기능사,SEL,선택,45,600,390,180,30,한국산업인력공단,항공기 착륙장치 점검,v1.0
1509030505_16v2,E293,항공장비정비기능사,SEL,선택,45,600,390,180,30,한국산업인력공단,항공기 유압계통 점검,v1.0
1509030606_14v1,E293,항공장비정비기능사,MAND,필수,30,500,345,125,12,한국산업인력공단,항공기 조명계통 점검,v2.0
1509030604_14v1,E293,항공장비정비기능사,MAND,필수,30,500,345,125,12,한국산업인력공단,항공기 화재방지계통 점검,v2.0
1509030101_17v3,E293,항공장비정비기능사,MAND,필수,45,500,345,125,12,한국산업인력공단,항공기기체 기본작업,v2.0
1509030607_17v2,E293,항공장비정비기능사,MAND,필수,45,500,345,125,12,한국산업인력공단,항공기 계기계통 점검,v2.0
1509030102_14v1,E293,항공장비정비기능사,MAND,필수,45,500,345,125,12,한국산업인력공단,항공기 측정작업,v2.0
1509030508_14v1,E293,항공장비정비기능사,MAND,필수,30,500,345,125,12,한국산업인력공단,항공기 산소계통 점검,v2.0
1509030601_14v1,E293,항공장비정비기능사,MAND,필수,60,500,345,125,12,한국산업인력공단,항공 전기·전자 기본 작업,v2.0
1509030603_17v2,E293,항공장비정비기능사,MAND,필수,60,500,345,125,12,한국산업인력공단,항공기 전기계통 점검,v2.0
1509030504_16v2,E293,항공장비정비기능사,SEL,선택,45,500,345,125,12,한국산업인력공단,항공기 연료계통 점검,v2.0
1509040108_16v2,E293,항공장비정비기능사,SEL,선택,45,500,345,125,12,한국산업인력공단,항공기자재·보급관리,v2.0
1509040107_14v1,E293,항공장비정비기능사,SEL,선택,45,500,345,125,12,한국산업인력공단,항공기 안전관리,v2.0
1509030505_16v2,E293,항공장비정비기능사,SEL,선택,45,500,345,125,12,한국산업인력공단,항공기 유압계통 점검,v2.0
1509030602_17v2,E293,항공장비정비기능사,SEL,선택,45,500,345,125,12,한국산업인력공단,항공기 자동비행계통 점검,v2.0
1509030502_14v1,E293,항공장비정비기능사,SEL,선택,45,500,345,125,12,한국산업인력공단,항공기 공기조화계통 점검,v2.0
1509030507_16v2,E293,항공장비정비기능사,SEL,선택,45,500,345,125,12,한국산업인력공단,항공기 착륙장치 점검,v2.0
1509030509_16v2,E293,항공장비정비기능사,SEL,선택,45,500,345,125,12,한국산업인력공단,항공기 공압계통 점검,v2.0
1509030610_14v1,E293,항공장비정비기능사,SEL,선택,45,500,345,125,12,한국산업인력공단,항공 전기·전자계통 점검,v2.0
1509030506_16v2,E293,항공장비정비기능사,SEL,선택,30,500,345,125,12,한국산업인력공단,항공기 제빙·방빙·제우계통 점검,v2.0
1509030601_14v1,E294,항공전자정비기능사,MAND,필수,60,600,300,270,30,한국산업인력공단,항공 전기·전자 기본 작업,v1.0
1509030606_14v1,E294,항공전자정비기능사,MAND,필수,45,600,300,270,30,한국산업인력공단,항공기 조명계통 점검,v1.0
1509030607_14v1,E294,항공전자정비기능사,MAND,필수,45,600,300,270,30,한국산업인력공단,항공기 계기계통 점검,v1.0
1509030605_14v1,E294,항공전자정비기능사,MAND,필수,45,600,300,270,30,한국산업인력공단,항공기 통신계통 점검,v1.0
1509030603_14v1,E294,항공전자정비기능사,MAND,필수,60,600,300,270,30,한국산업인력공단,항공기 전기계통 점검,v1.0
1509030604_14v1,E294,항공전자정비기능사,MAND,필수,45,600,300,270,30,한국산업인력공단,항공기 화재방지계통 점검,v1.0
1509040108_16v2,E294,항공전자정비기능사,SEL,선택,45,600,300,270,30,한국산업인력공단,항공기자재·보급관리,v1.0
1509040303_14v1,E294,항공전자정비기능사,SEL,선택,30,600,300,270,30,한국산업인력공단,항공기 비상조난신호 장비 점검,v1.0
1509030609_14v1,E294,항공전자정비기능사,SEL,선택,60,600,300,270,30,한국산업인력공단,항공기 중앙정비컴퓨터계통 점검,v1.0
1509030610_14v1,E294,항공전자정비기능사,SEL,선택,60,600,300,270,30,한국산업인력공단,항공 전기·전자계통 점검,v1.0
1509030602_14v1,E294,항공전자정비기능사,SEL,선택,45,600,300,270,30,한국산업인력공단,항공기 자동조종장치계통 점검,v1.0
1509040107_14v1,E294,항공전자정비기능사,SEL,선택,30,600,300,270,30,한국산업인력공단,항공기 안전관리,v1.0
1509030608_14v1,E294,항공전자정비기능사,SEL,선택,60,600,300,270,30,한국산업인력공단,항공기 항법계통 점검,v1.0
1509030606_14v1,E294,항공전자정비기능사,MAND,필수,45,600,300,270,30,한국산업인력공단,항공기 조명계통 점검,v2.0
1509030601_14v1,E294,항공전자정비기능사,MAND,필수,60,600,300,270,30,한국산업인력공단,항공 전기·전자 기본 작업,v2.0
1509030607_17v2,E294,항공전자정비기능사,MAND,필수,45,600,300,270,30,한국산업인력공단,항공기 계기계통 점검,v2.0
1509030605_14v1,E294,항공전자정비기능사,MAND,필수,45,600,300,270,30,한국산업인력공단,항공기 통신계통 점검,v2.0
1509030603_17v2,E294,항공전자정비기능사,MAND,필수,60,600,300,270,30,한국산업인력공단,항공기 전기계통 점검,v2.0
1509030604_14v1,E294,항공전자정비기능사,MAND,필수,45,600,300,270,30,한국산업인력공단,항공기 화재방지계통 점검,v2.0
1509040107_14v1,E294,항공전자정비기능사,SEL,선택,30,600,300,270,30,한국산업인력공단,항공기 안전관리,v2.0
1509040108_16v2,E294,항공전자정비기능사,SEL,선택,45,600,300,270,30,한국산업인력공단,항공기자재·보급관리,v2.0
1509040303_14v2,E294,항공전자정비기능사,SEL,선택,30,600,300,270,30,한국산업인력공단,항공기 비상조난신호 장비 점검,v2.0
1509030609_14v1,E294,항공전자정비기능사,SEL,선택,60,600,300,270,30,한국산업인력공단,항공기 중앙정비컴퓨터계통 점검,v2.0
1509030610_14v1,E294,항공전자정비기능사,SEL,선택,60,600,300,270,30,한국산업인력공단,항공 전기·전자계통 점검,v2.0
1509030602_17v2,E294,항공전자정비기능사,SEL,선택,45,600,300,270,30,한국산업인력공단,항공기 자동비행계통 점검,v2.0
1509030608_14v1,E294,항공전자정비기능사,SEL,선택,60,600,300,270,30,한국산업인력공단,항공기 항법계통 점검,v2.0
1509030604_14v1,E294,항공전자정비기능사,MAND,필수,45,500,300,170,12,한국산업인력공단,항공기 화재방지계통 점검,v3.0
1509030603_17v2,E294,항공전자정비기능사,MAND,필수,60,500,300,170,12,한국산업인력공단,항공기 전기계통 점검,v3.0
1509030605_14v1,E294,항공전자정비기능사,MAND,필수,45,500,300,170,12,한국산업인력공단,항공기 통신계통 점검,v3.0
1509030607_17v2,E294,항공전자정비기능사,MAND,필수,45,500,300,170,12,한국산업인력공단,항공기 계기계통 점검,v3.0
1509030606_14v1,E294,항공전자정비기능사,MAND,필수,45,500,300,170,12,한국산업인력공단,항공기 조명계통 점검,v3.0
1509030601_14v1,E294,항공전자정비기능사,MAND,필수,60,500,300,170,12,한국산업인력공단,항공 전기·전자 기본 작업,v3.0
1509030602_17v2,E294,항공전자정비기능사,SEL,선택,45,500,300,170,12,한국산업인력공단,항공기 자동비행계통 점검,v3.0
1509040108_16v2,E294,항공전자정비기능사,SEL,선택,45,500,300,170,12,한국산업인력공단,항공기자재·보급관리,v3.0
1509040107_14v1,E294,항공전자정비기능사,SEL,선택,30,500,300,170,12,한국산업인력공단,항공기 안전관리,v3.0
1509030609_14v1,E294,항공전자정비기능사,SEL,선택,60,500,300,170,12,한국산업인력공단,항공기 중앙정비컴퓨터계통 점검,v3.0
1509030610_14v1,E294,항공전자정비기능사,SEL,선택,60,500,300,170,12,한국산업인력공단,항공 전기·전자계통 점검,v3.0
1509030608_14v1,E294,항공전자정비기능사,SEL,선택,60,500,300,170,12,한국산업인력공단,항공기 항법계통 점검,v3.0
1509040303_14v2,E294,항공전자정비기능사,SEL,선택,30,500,300,170,12,한국산업인력공단,항공기 비상조난신호 장비 점검,v3.0
1407060111_16v2,E298,건설기계정비기능사,MAND,필수,45,600,390,180,30,한국산업인력공단,엔진본체 정비,v1.0
1407060107_16v2,E298,건설기계정비기능사,MAND,필수,45,600,390,180,30,한국산업인력공단,전기장치 정비,v1.0
1407060112_16v2,E298,건설기계정비기능사,MAND,필수,45,600,390,180,30,한국산업인력공단,엔진주변장치 정비,v1.0
1407060113_16v2,E298,건설기계정비기능사,MAND,필수,45,600,390,180,30,한국산업인력공단,동력전달장치 장비,v1.0
1407060117_16v2,E298,건설기계정비기능사,MAND,필수,45,600,390,180,30,한국산업인력공단,유압작동기 정비,v1.0
1407060116_16v2,E298,건설기계정비기능사,MAND,필수,45,600,390,180,30,한국산업인력공단,유압밸브 정비,v1.0
1407060104_16v2,E298,건설기계정비기능사,MAND,필수,30,600,390,180,30,한국산업인력공단,조향 장치 정비,v1.0
1407060105_16v2,E298,건설기계정비기능사,MAND,필수,45,600,390,180,30,한국산업인력공단,제동장치 정비,v1.0
1407060115_16v2,E298,건설기계정비기능사,MAND,필수,45,600,390,180,30,한국산업인력공단,유압펌프 정비,v1.0
1407060110_16v2,E298,건설기계정비기능사,SEL,선택,30,600,390,180,30,한국산업인력공단,출고,v1.0
1407060114_16v2,E298,건설기계정비기능사,SEL,선택,45,600,390,180,30,한국산업인력공단,주행장치 정비,v1.0
1407060101_16v2,E298,건설기계정비기능사,SEL,선택,30,600,390,180,30,한국산업인력공단,정비계획 준비,v1.0
1407060123_16v1,E298,건설기계정비기능사,SEL,선택,30,600,390,180,30,한국산업인력공단,작업장 안전관리,v1.0
1407060122_16v2,E298,건설기계정비기능사,SEL,선택,30,600,390,180,30,한국산업인력공단,도장작업,v1.0
1407060121_16v2,E298,건설기계정비기능사,SEL,선택,30,600,390,180,30,한국산업인력공단,원형복원작업,v1.0
1407060120_16v2,E298,건설기계정비기능사,SEL,선택,45,600,390,180,30,한국산업인력공단,변속기제어장치 정비,v1.0
1407060119_16v2,E298,건설기계정비기능사,SEL,선택,45,600,390,180,30,한국산업인력공단,엔진제어장치 정비,v1.0
1407060118_16v2,E298,건설기계정비기능사,SEL,선택,45,600,390,180,30,한국산업인력공단,유압부속기기 정비,v1.0
1407060115_16v2,E298,건설기계정비기능사,MAND,필수,30,500,330,140,12,한국산업인력공단,유압펌프 정비,v2.0
1407060113_16v2,E298,건설기계정비기능사,MAND,필수,45,500,330,140,12,한국산업인력공단,동력전달장치 장비,v2.0
1407060112_16v2,E298,건설기계정비기능사,MAND,필수,45,500,330,140,12,한국산업인력공단,엔진주변장치 정비,v2.0
1407060111_16v2,E298,건설기계정비기능사,MAND,필수,45,500,330,140,12,한국산업인력공단,엔진본체 정비,v2.0
1407060104_16v2,E298,건설기계정비기능사,MAND,필수,30,500,330,140,12,한국산업인력공단,조향 장치 정비,v2.0
1407060117_16v2,E298,건설기계정비기능사,MAND,필수,30,500,330,140,12,한국산업인력공단,유압작동기 정비,v2.0
1407060116_16v2,E298,건설기계정비기능사,MAND,필수,30,500,330,140,12,한국산업인력공단,유압밸브 정비,v2.0
1407060105_16v2,E298,건설기계정비기능사,MAND,필수,30,500,330,140,12,한국산업인력공단,제동장치 정비,v2.0
1407060107_16v2,E298,건설기계정비기능사,MAND,필수,45,500,330,140,12,한국산업인력공단,전기장치 정비,v2.0
1407060119_16v2,E298,건설기계정비기능사,SEL,선택,30,500,330,140,12,한국산업인력공단,엔진제어장치 정비,v2.0
1407060118_16v2,E298,건설기계정비기능사,SEL,선택,30,500,330,140,12,한국산업인력공단,유압부속기기 정비,v2.0
1407060114_16v2,E298,건설기계정비기능사,SEL,선택,30,500,330,140,12,한국산업인력공단,주행장치 정비,v2.0
1407060110_16v2,E298,건설기계정비기능사,SEL,선택,15,500,330,140,12,한국산업인력공단,출고,v2.0
1407060101_16v2,E298,건설기계정비기능사,SEL,선택,15,500,330,140,12,한국산업인력공단,정비계획 준비,v2.0
1407060122_16v2,E298,건설기계정비기능사,SEL,선택,15,500,330,140,12,한국산업인력공단,도장작업,v2.0
1407060120_16v2,E298,건설기계정비기능사,SEL,선택,30,500,330,140,12,한국산업인력공단,변속기제어장치 정비,v2.0
1407060121_16v2,E298,건설기계정비기능사,SEL,선택,15,500,330,140,12,한국산업인력공단,원형복원작업,v2.0
1407060123_16v1,E298,건설기계정비기능사,SEL,선택,15,500,330,140,12,한국산업인력공단,작업장 안전관리,v2.0
1407060116_16v2,E298,건설기계정비기능사,MAND,필수,15,400,300,0,12,한국산업인력공단,유압밸브 정비,v3.0
1407060104_16v2,E298,건설기계정비기능사,MAND,필수,45,400,300,0,12,한국산업인력공단,조향장치 정비,v3.0
1407060105_16v2,E298,건설기계정비기능사,MAND,필수,45,400,300,0,12,한국산업인력공단,제동장치 정비,v3.0
1407060107_16v2,E298,건설기계정비기능사,MAND,필수,30,400,300,0,12,한국산업인력공단,전기장치 정비,v3.0
1407060111_16v2,E298,건설기계정비기능사,MAND,필수,30,400,300,0,12,한국산업인력공단,엔진본체 정비,v3.0
1407060117_16v2,E298,건설기계정비기능사,MAND,필수,15,400,300,0,12,한국산업인력공단,유압작동기 정비,v3.0
1407060113_16v2,E298,건설기계정비기능사,MAND,필수,30,400,300,0,12,한국산업인력공단,동력전달장치 정비,v3.0
1407060114_16v2,E298,건설기계정비기능사,MAND,필수,30,400,300,0,12,한국산업인력공단,주행장치 정비,v3.0
1407060115_16v2,E298,건설기계정비기능사,MAND,필수,15,400,300,0,12,한국산업인력공단,유압펌프 정비,v3.0
1407060112_16v2,E298,건설기계정비기능사,MAND,필수,45,400,300,0,12,한국산업인력공단,엔진주변장치 정비,v3.0
1407060117_16v2,E300,농기계정비기능사,MAND,필수,45,600,420,150,30,한국산업인력공단,유압작동기 정비,v1.0
1407060115_16v2,E300,농기계정비기능사,MAND,필수,45,600,420,150,30,한국산업인력공단,유압펌프 정비,v1.0
1407060113_16v2,E300,농기계정비기능사,MAND,필수,30,600,420,150,30,한국산업인력공단,동력전달장치 장비,v1.0
1407060112_16v2,E300,농기계정비기능사,MAND,필수,45,600,420,150,30,한국산업인력공단,엔진주변장치 정비,v1.0
1407060118_16v2,E300,농기계정비기능사,MAND,필수,45,600,420,150,30,한국산업인력공단,유압부속기기 정비,v1.0
1407060107_16v2,E300,농기계정비기능사,MAND,필수,45,600,420,150,30,한국산업인력공단,전기장치 정비,v1.0
1407060105_16v2,E300,농기계정비기능사,MAND,필수,45,600,420,150,30,한국산업인력공단,제동장치 정비,v1.0
1407060104_16v2,E300,농기계정비기능사,MAND,필수,30,600,420,150,30,한국산업인력공단,조향 장치 정비,v1.0
1505010610_14v2,E300,농기계정비기능사,MAND,필수,45,600,420,150,30,한국산업인력공단,농업용기계 안전관리,v1.0
